"","0.1","0.2","0.3","0.4","0.5","1.1","1.2","1.3","1.4","1.5","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4"
"Catch",0.0000000308323758898,0.000000598062703543,0.00000075176364064,0.00000076899481594,0.0000000560335977218,242.35831145,434144.682957,1920379.48847,5353.73559554,0.0000000560335977218,42.3870687987,61641.1232505,192227.564769,0.000182570945611,0.0000000308323758898,0.00034357816124,0.00000075176364064,0.00000076899481594
"Escapement",0.0000009691676241,0.0000004019372965,0.0000002482363593,0.000000231005184,0.0000009439664023,7618.155335,291773.6537,634119.5382,1608.256195,0.0000009439664023,1332.371365,41426.87094,63474.56603,0.00005484410821,0.0000009691676241,0.000230907021,0.0000002482363593,0.000000231005184
"Reallocated Esc Obs Error",0.000000000743230516793778,0.000000000308235703661672,0.000000000190366282389223,0.000000000177152123178095,0.000000000723904327270167,5.84217361889801,223.753949283158,486.290483074563,1.23333162717919,0.000000000723904327270167,1.02176242147827,31.7692357076703,48.6770640418408,0.0000000420585808551848,0.000000000743230516793778,0.000000177076844439992,0.000000000190366282389223,0.000000000177152123178095
"Kvichak Set",NA,0,0,0,0,0,48290.0209688576,267480.95884759,1034.983028736,0,0,27080.1663961088,19603.3055500288,440.1652086784,0,0,0,NA
"ARSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Naknek Set",NA,0,0,0,0,0,73274.6864959741,645949.52079018,1704.50173920783,0,426.27339481325,26610.7746616337,55073.6529181909,0,0,0,0,NA
"Offshore Catch",0.00000000620592139519114,0.0000000062032238567965,0.00000000620249291105515,0.00000000620241096592591,0.00000000620580154765102,48.7817298161881,5256.89467050943,21508.7298565357,60.1695350643451,0.00000000620580154765102,11.1750972626756,972.308138453729,2049.08580156204,2.72960343505239,0.00000000620592139519114,0.00000356366018769437,0.00000000620249291105515,0.00000000620241096592591
"Total",0.00000100694915190178,0.00000100651145960346,0.00000100639285913344,0.0000010063795630291,0.00000100692970589672,7915.13754988509,852963.692741624,3489924.52664738,9762.87942517535,0.00000100692970589672,1813.2286882961,157763.012622404,332476.852132824,442.895049570565,0.00000100694915190178,0.000578225919272134,0.00000100639285913344,0.0000010063795630291
